Sentence,Token,POS,Dependency,Head Word
"For the full-year, TimeWarner posted a profit of $3.36bn, up 27% from its 2003 performance, while revenues grew 6.4% to $42.09bn.",grew,VERB,advcl,posted
"For the full-year, TimeWarner posted a profit of $3.36bn, up 27% from its 2003 performance, while revenues grew 6.4% to $42.09bn.",6.4,NUM,nummod,%
"For the full-year, TimeWarner posted a profit of $3.36bn, up 27% from its 2003 performance, while revenues grew 6.4% to $42.09bn.",%,NOUN,npadvmod,grew
"For the full-year, TimeWarner posted a profit of $3.36bn, up 27% from its 2003 performance, while revenues grew 6.4% to $42.09bn.",to,ADP,prep,grew
"For the full-year, TimeWarner posted a profit of $3.36bn, up 27% from its 2003 performance, while revenues grew 6.4% to $42.09bn.",$,SYM,nmod,42.09bn
"For the full-year, TimeWarner posted a profit of $3.36bn, up 27% from its 2003 performance, while revenues grew 6.4% to $42.09bn.",42.09bn,NUM,pobj,to
"For the full-year, TimeWarner posted a profit of $3.36bn, up 27% from its 2003 performance, while revenues grew 6.4% to $42.09bn.",.,PUNCT,punct,posted
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.","""",PUNCT,punct,said
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",Our,PRON,poss,performance
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",financial,ADJ,amod,performance
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",performance,NOUN,nsubj,was
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",was,AUX,ccomp,said
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",strong,ADJ,acomp,was
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",",",PUNCT,punct,was
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",meeting,VERB,advcl,was
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",or,CCONJ,cc,meeting
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",exceeding,VERB,conj,meeting
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",all,PRON,dobj,exceeding
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",of,ADP,prep,all
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",our,PRON,poss,objectives
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",full,ADJ,amod,year
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",-,PUNCT,punct,year
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",year,NOUN,compound,objectives
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",objectives,NOUN,pobj,of
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",and,CCONJ,cc,exceeding
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",greatly,ADV,advmod,enhancing
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",enhancing,VERB,conj,exceeding
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",our,PRON,poss,flexibility
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",flexibility,NOUN,dobj,enhancing
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",",",PUNCT,punct,was
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.","""",PUNCT,punct,was
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",chairman,NOUN,attr,was
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",and,CCONJ,cc,chairman
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",chief,ADJ,amod,executive
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",executive,NOUN,conj,chairman
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",Richard,PROPN,compound,Parsons
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",Parsons,PROPN,nsubj,said
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",said,VERB,ROOT,said
"""Our financial performance was strong, meeting or exceeding all of our full-year objectives and greatly enhancing our flexibility,"" chairman and chief executive Richard Parsons said.",.,PUNCT,punct,said
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",For,ADP,prep,projecting
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",2005,NUM,pobj,For
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",",",PUNCT,punct,projecting
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",TimeWarner,PROPN,nsubj,projecting
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",is,AUX,aux,projecting
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",projecting,VERB,ROOT,projecting
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",operating,VERB,amod,growth
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",earnings,NOUN,compound,growth
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",growth,NOUN,dobj,projecting
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",of,ADP,prep,growth
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",around,ADP,quantmod,5
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",5,NUM,nummod,%
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",%,NOUN,pobj,of
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",",",PUNCT,punct,projecting
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",and,CCONJ,cc,projecting
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",also,ADV,advmod,expects
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",expects,VERB,conj,projecting
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",higher,ADJ,amod,revenue
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",revenue,NOUN,dobj,expects
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",and,CCONJ,cc,revenue
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",wider,ADJ,amod,margins
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",profit,NOUN,compound,margins
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",margins,NOUN,conj,revenue
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

",.,PUNCT,punct,projecting
"For 2005, TimeWarner is projecting operating earnings growth of around 5%, and also expects higher revenue and wider profit margins.

","

",SPACE,dep,.
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,TimeWarner,PROPN,nsubj,is
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,is,AUX,ROOT,is
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,to,PART,aux,restate
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,restate,VERB,xcomp,is
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,its,PRON,poss,accounts
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,accounts,NOUN,dobj,restate
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,as,ADP,prep,restate
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,part,NOUN,pobj,as
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,of,ADP,prep,part
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,efforts,NOUN,pobj,of
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,to,PART,aux,resolve
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,resolve,VERB,acl,efforts
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,an,DET,det,inquiry
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,inquiry,NOUN,dobj,resolve
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,into,ADP,prep,inquiry
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,AOL,PROPN,pobj,into
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,by,ADP,prep,inquiry
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,US,PROPN,compound,regulators
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,market,NOUN,compound,regulators
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,regulators,NOUN,pobj,by
TimeWarner is to restate its accounts as part of efforts to resolve an inquiry into AOL by US market regulators.,.,PUNCT,punct,is
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",It,PRON,nsubj,offered
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",has,AUX,aux,offered
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",already,ADV,advmod,offered
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",offered,VERB,ROOT,offered
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",to,PART,aux,pay
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",pay,VERB,xcomp,offered
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",$,SYM,nmod,300
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",300,NUM,dobj,pay
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",m,VERB,dobj,pay
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",to,PART,aux,settle
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",settle,VERB,advcl,pay
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",charges,NOUN,dobj,settle
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",",",PUNCT,punct,offered
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",in,ADP,prep,offered
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",a,DET,det,deal
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",deal,NOUN,pobj,in
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",that,PRON,nsubj,is
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",is,AUX,relcl,deal
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",under,ADP,prep,is
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",review,NOUN,pobj,under
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",by,ADP,prep,review
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",the,DET,det,SEC
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",SEC,PROPN,pobj,by
"It has already offered to pay $300m to settle charges, in a deal that is under review by the SEC.",.,PUNCT,punct,offered
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",The,DET,det,company
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",company,NOUN,nsubj,said
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",said,VERB,ROOT,said
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",it,PRON,nsubj,was
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",was,AUX,ccomp,said
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",unable,ADJ,acomp,was
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",to,PART,aux,estimate
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",estimate,VERB,xcomp,unable
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",the,DET,det,amount
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",amount,NOUN,dobj,estimate
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",it,PRON,nsubj,needed
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",needed,VERB,relcl,amount
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",to,PART,aux,set
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",set,VERB,acl,amount
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",aside,ADV,advmod,set
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",for,ADP,prep,set
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",legal,ADJ,amod,reserves
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",reserves,NOUN,pobj,for
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",",",PUNCT,punct,reserves
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",which,PRON,dobj,set
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",it,PRON,nsubj,set
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",previously,ADV,advmod,set
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",set,VERB,relcl,reserves
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",at,ADP,prep,set
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",$,SYM,nmod,500
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",500,NUM,nummod,m.
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",m.,NOUN,pobj,at
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",It,PRON,nsubj,intends
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",intends,VERB,relcl,amount
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",to,PART,aux,adjust
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",adjust,VERB,xcomp,intends
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",the,DET,det,way
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",way,NOUN,dobj,adjust
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",it,PRON,nsubj,accounts
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",accounts,VERB,relcl,way
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",for,ADP,prep,accounts
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",a,DET,det,deal
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",deal,NOUN,pobj,for
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",with,ADP,prep,deal
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",German,ADJ,amod,publisher
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",music,NOUN,compound,publisher
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",publisher,NOUN,compound,Bertelsmann
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",Bertelsmann,PROPN,poss,purchase
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",'s,PART,case,Bertelsmann
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",purchase,NOUN,pobj,with
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",of,ADP,prep,purchase
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",a,DET,det,stake
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",stake,NOUN,pobj,of
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",in,ADP,prep,stake
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",AOL,PROPN,compound,Europe
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",Europe,PROPN,pobj,in
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",",",PUNCT,punct,Europe
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",which,PRON,dobj,reported
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",it,PRON,nsubj,reported
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",had,AUX,aux,reported
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",reported,VERB,relcl,Europe
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",as,ADP,prep,reported
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",advertising,NOUN,compound,revenue
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",revenue,NOUN,pobj,as
"The company said it was unable to estimate the amount it needed to set aside for legal reserves, which it previously set at $500m. It intends to adjust the way it accounts for a deal with German music publisher Bertelsmann's purchase of a stake in AOL Europe, which it had reported as advertising revenue.",.,PUNCT,punct,said
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",It,PRON,nsubj,book
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",will,AUX,aux,book
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",now,ADV,advmod,book
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",book,VERB,ROOT,book
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",the,DET,det,sale
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",sale,NOUN,dobj,book
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",of,ADP,prep,sale
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",its,PRON,poss,stake
"It will now book the sale of its stake in AOL Europe as a loss on the value of that stake.


",stake,NOUN,pobj,of
